family,feature,quintile,hour_block,horizon_bars,outcome,n_state,n_comp,effect,state_mean,comp_mean,p,q
abnormal_activity,tickvol_z48,1,1.0,12,move_ge_1atr,1699,62266,0.09902634970922664,0.9682165979988229,0.8691902482895962,2.0113495592722357e-33,2.5019226225093667e-33
abnormal_activity,tickvol_z48,1,3.0,12,move_ge_1atr,1605,62360,0.1155012898674963,0.9844236760124611,0.8689223861449648,1.591456621317706e-42,2.3189796482058004e-42
abnormal_activity,tickvol_z48,1,4.0,12,move_ge_1atr,1146,62819,0.05765927078175537,0.9284467713787086,0.8707875005969532,7.188507974532573e-09,7.481916463289005e-09
abnormal_activity,tickvol_z48,2,,12,move_ge_1atr,8960,55005,0.10376340584297539,0.9610491071428572,0.8572857012998818,1.8453663313233604e-163,7.842806908124281e-163
abnormal_activity,tickvol_z48,2,1.0,12,move_ge_1atr,2599,61366,0.09350228303006947,0.9615236629472874,0.868021379917218,2.4872970387305077e-44,3.9641296554767465e-44
abnormal_activity,tickvol_z48,2,2.0,12,move_ge_1atr,1210,62755,0.11969998768660228,0.9892561983471074,0.8695562106605051,5.710016544369239e-35,7.28027109407078e-35
abnormal_activity,tickvol_z48,2,3.0,12,move_ge_1atr,2353,61612,0.1216030062307587,0.988950276243094,0.8673472700123352,3.45017155009968e-67,7.038349962203347e-67
abnormal_activity,tickvol_z48,2,4.0,12,move_ge_1atr,613,63352,0.06847682087827678,0.9396411092985318,0.8711642884202551,4.480733492567219e-07,4.5703481624185635e-07
abnormal_activity,tickvol_z48,2,5.0,12,move_ge_1atr,2185,61780,0.05073639169919386,0.9208237986270023,0.8700874069278084,3.1182935384906522e-12,3.313186884646318e-12
abnormal_activity,tickvol_z48,3,,12,move_ge_1atr,9134,54831,0.12156175591350771,0.9760236479089117,0.854461891995404,3.694066994119728e-227,1.712703788182783e-226
abnormal_activity,tickvol_z48,3,1.0,12,move_ge_1atr,2337,61628,0.09440126618337707,0.962772785622593,0.868371519439216,6.052789205402434e-41,8.343033769608762e-41
abnormal_activity,tickvol_z48,3,2.0,12,move_ge_1atr,2802,61163,0.1224812640980888,0.9889364739471805,0.8664552098490917,3.3167469381062197e-80,8.902847044390379e-80
abnormal_activity,tickvol_z48,3,3.0,12,move_ge_1atr,2566,61399,0.12298041519992964,0.9898674980514419,0.8668870828515123,1.790300183936422e-74,4.150241335488978e-74
abnormal_activity,tickvol_z48,3,4.0,12,move_ge_1atr,725,63240,0.09616600143950793,0.9668965517241379,0.87073055028463,1.3415777856185136e-14,1.4874014579683522e-14
abnormal_activity,tickvol_z48,3,5.0,12,move_ge_1atr,704,63261,0.05635655261535544,0.9275568181818182,0.8712002655664628,8.650837209019306e-06,8.650837209019306e-06
abnormal_activity,tickvol_z48,4,,12,move_ge_1atr,9041,54924,0.1325331563327603,0.985621059617299,0.8530879032845387,2.4546301994676073e-267,1.5648267521605997e-266
abnormal_activity,tickvol_z48,4,1.0,12,move_ge_1atr,1801,62164,0.09875571025412855,0.9677956690727374,0.8690399588186088,4.338132840710755e-35,5.672942945544833e-35
abnormal_activity,tickvol_z48,4,2.0,12,move_ge_1atr,4159,59806,0.12732106874662952,0.9908631882664102,0.8635421195197807,1.0852243483465884e-124,3.4591526103547503e-124
abnormal_activity,tickvol_z48,4,3.0,12,move_ge_1atr,1874,62091,0.1254514430372593,0.9935965848452508,0.8681451418079915,1.1617262529113809e-57,1.9749346299493476e-57
abnormal_activity,tickvol_z48,4,4.0,12,move_ge_1atr,986,62979,0.11885540455273291,0.9888438133874239,0.869988408834691,1.6041935276552743e-28,1.9026481374516044e-28
abnormal_activity,tickvol_z48,5,,12,move_ge_1atr,29364,34601,-0.20738642290260456,0.7596376515461108,0.9670240744487154,0.0,0.0
abnormal_activity,tickvol_z48,5,0.0,12,move_ge_1atr,9324,54641,-0.290382092398893,0.6237666237666237,0.9141487161655167,0.0,0.0
abnormal_activity,tickvol_z48,5,1.0,12,move_ge_1atr,3891,60074,0.09050856038796051,0.9568234387047032,0.8663148783167427,3.289411004931586e-60,5.99142718755396e-60
abnormal_activity,tickvol_z48,5,2.0,12,move_ge_1atr,3982,59983,0.13293950781450692,0.9964841788046208,0.8635446709901139,1.911480938355867e-130,6.499035190409948e-130
abnormal_activity,tickvol_z48,5,4.0,12,move_ge_1atr,6690,57275,-0.26500817196555826,0.6345291479820628,0.8995373199476211,0.0,0.0
abnormal_activity,tickvol_z48,5,5.0,12,move_ge_1atr,2966,60999,-0.1045864950507076,0.7720836142953472,0.8766701093460548,3.6333088749252227e-62,6.862916763747643e-62
