interval_id,target_symbol,currency,research_profile,mask_start_server_epoch,mask_end_server_epoch,source_event_ids
333,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736360700,1736361300,224986
334,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736369700,1736370300,237867
335,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736526300,1736526900,229858;229870;229894
336,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736871900,1736872500,229690
337,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736958300,1736958900,229738;229750;229762;230054;230066
338,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1736965500,1736966100,226118
339,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1737044700,1737045300,221075;221087;225960;230217
340,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1737649500,1737650100,230218
341,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1737662100,1737662700,238963
342,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1737741300,1737741900,225284
343,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738000500,1738001100,221051
344,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738081500,1738082100,221111
345,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738086900,1738087500,228877
346,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738175100,1738175700,228791
347,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738187700,1738188300,215014
348,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738189500,1738190100,215022
349,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738254300,1738254900,230219;243471;243554
350,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738340700,1738341300,243399;243411
351,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738345200,1738345800,230090
352,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738604400,1738605000,238191
353,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738605300,1738605900,225561;225567
354,XAUUSD,USD,CONSERVATIVE_PROP_FIRM_NEWS_EXCLUSION,1738691700,1738692300,229931
